2019-06-17 14:20:52,633 INFO - helpers.log_helper - Completed configuring logger.
2019-06-17 14:28:12,776 INFO - __main__ - Completed generating dataset.
2019-06-17 14:28:12,777 INFO - __main__ - Dataset info: {'X_train_np.shape': (621, 1329, 672, 3), 'y_train_np.shape': (621, 1329, 5), 'X_val_np.shape': (207, 1329, 672, 3), 'y_val_np.shape': (207, 1329, 5), 'X_test_np.shape': (208, 1329, 672, 3), 'y_test_np.shape': (208, 1329, 5)}
2019-06-17 14:28:13,060 WARNING - tensorflow - From /home/ubuntu/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/ops/resource_variable_ops.py:435: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
2019-06-17 14:28:13,216 WARNING - tensorflow - From /home/ubuntu/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/keras/layers/core.py:143: calling dropout (from tensorflow.python.ops.nn_ops) with keep_prob is deprecated and will be removed in a future version.
Instructions for updating:
Please use `rate` instead of `keep_prob`. Rate should be set to `rate = 1 - keep_prob`.
2019-06-17 14:28:17,391 WARNING - tensorflow - From /home/ubuntu/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
2019-06-17 14:28:24,920 INFO - models.tcn - Model summary:
2019-06-17 14:28:24,921 INFO - models.tcn - ---------
2019-06-17 14:28:24,921 INFO - models.tcn - Variables: name (type shape) [size]
2019-06-17 14:28:24,921 INFO - models.tcn - ---------
2019-06-17 14:44:23,708 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 513] [Learning rate: 2.8530E-03] rmse: 0.0547398610
2019-06-17 14:44:24,014 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 514] [Learning rate: 2.8530E-03] rmse: 0.0780094753
2019-06-17 14:44:24,319 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 515] [Learning rate: 2.8530E-03] rmse: 0.0702266799
2019-06-17 14:44:24,624 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 516] [Learning rate: 2.8530E-03] rmse: 0.0412744702
2019-06-17 14:44:24,930 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 517] [Learning rate: 2.8530E-03] rmse: 0.0393259552
2019-06-17 14:44:25,235 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 518] [Learning rate: 2.8530E-03] rmse: 0.0306323012
2019-06-17 14:44:25,541 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 519] [Learning rate: 2.8530E-03] rmse: 0.0841303627
2019-06-17 14:44:25,847 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 520] [Learning rate: 2.8530E-03] rmse: 0.0559703032
2019-06-17 14:44:26,153 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 521] [Learning rate: 2.8530E-03] rmse: 0.0816414832
2019-06-17 14:44:26,459 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 522] [Learning rate: 2.8530E-03] rmse: 0.0672118776
2019-06-17 14:44:26,764 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 523] [Learning rate: 2.8530E-03] rmse: 0.0656901272
2019-06-17 14:44:27,069 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 524] [Learning rate: 2.8530E-03] rmse: 0.0659576509
2019-06-17 14:44:27,374 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 525] [Learning rate: 2.8530E-03] rmse: 0.0422653763
2019-06-17 14:44:27,679 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 526] [Learning rate: 2.8530E-03] rmse: 0.0539900248
2019-06-17 14:44:27,985 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 527] [Learning rate: 2.8530E-03] rmse: 0.0863838471
2019-06-17 14:44:28,290 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 528] [Learning rate: 2.8530E-03] rmse: 0.0790618603
2019-06-17 14:44:28,595 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 529] [Learning rate: 2.8530E-03] rmse: 0.0451928111
2019-06-17 14:44:28,900 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 530] [Learning rate: 2.8530E-03] rmse: 0.0613749847
2019-06-17 14:44:29,206 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 531] [Learning rate: 2.8530E-03] rmse: 0.0380977496
2019-06-17 14:44:29,511 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 532] [Learning rate: 2.8530E-03] rmse: 0.0703002303
2019-06-17 14:44:29,816 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 533] [Learning rate: 2.8530E-03] rmse: 0.0591561605
2019-06-17 14:44:30,121 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 534] [Learning rate: 2.8530E-03] rmse: 0.0922634513
2019-06-17 14:44:30,427 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 535] [Learning rate: 2.8530E-03] rmse: 0.0759892199
2019-06-17 14:44:30,733 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 536] [Learning rate: 2.8530E-03] rmse: 0.0388493729
2019-06-17 14:44:31,038 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 537] [Learning rate: 2.8530E-03] rmse: 0.0604743773
2019-06-17 14:44:31,344 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 538] [Learning rate: 2.8530E-03] rmse: 0.0614138755
2019-06-17 14:44:31,649 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 539] [Learning rate: 2.8530E-03] rmse: 0.0726932747
2019-06-17 14:44:31,955 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 540] [Learning rate: 2.8530E-03] rmse: 0.0387044711
2019-06-17 14:44:32,260 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 541] [Learning rate: 2.8530E-03] rmse: 0.0783841930
2019-06-17 14:44:32,566 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 542] [Learning rate: 2.8530E-03] rmse: 0.0851506439
2019-06-17 14:44:32,871 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 543] [Learning rate: 2.8530E-03] rmse: 0.0766606422
2019-06-17 14:44:33,176 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 544] [Learning rate: 2.8530E-03] rmse: 0.0402510413
2019-06-17 14:44:33,481 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 545] [Learning rate: 2.8530E-03] rmse: 0.0540891186
2019-06-17 14:44:33,787 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 546] [Learning rate: 2.8530E-03] rmse: 0.0729387483
2019-06-17 14:44:34,092 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 547] [Learning rate: 2.8530E-03] rmse: 0.0702790340
2019-06-17 14:44:34,397 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 548] [Learning rate: 2.8530E-03] rmse: 0.0343283842
2019-06-17 14:44:34,702 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 549] [Learning rate: 2.8530E-03] rmse: 0.0710793998
2019-06-17 14:44:35,007 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 550] [Learning rate: 2.8530E-03] rmse: 0.0453775119
2019-06-17 14:44:35,312 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 551] [Learning rate: 2.8530E-03] rmse: 0.0762205152
2019-06-17 14:44:35,618 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 552] [Learning rate: 2.8530E-03] rmse: 0.0710165714
2019-06-17 14:44:35,923 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 553] [Learning rate: 2.8530E-03] rmse: 0.0754463322
2019-06-17 14:44:36,228 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 554] [Learning rate: 2.8530E-03] rmse: 0.0419162129
2019-06-17 14:44:36,533 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 555] [Learning rate: 2.8530E-03] rmse: 0.0747967474
2019-06-17 14:44:36,839 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 556] [Learning rate: 2.8530E-03] rmse: 0.0914824865
2019-06-17 14:44:37,144 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 557] [Learning rate: 2.8530E-03] rmse: 0.0537520641
2019-06-17 14:44:37,449 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 558] [Learning rate: 2.8530E-03] rmse: 0.0313530560
2019-06-17 14:44:37,754 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 559] [Learning rate: 2.8530E-03] rmse: 0.1140444140
2019-06-17 14:44:38,060 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 560] [Learning rate: 2.8530E-03] rmse: 0.0849895511
2019-06-17 14:44:38,365 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 561] [Learning rate: 2.8530E-03] rmse: 0.0579365330
2019-06-17 14:44:38,670 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 562] [Learning rate: 2.8530E-03] rmse: 0.0766782982
2019-06-17 14:44:38,975 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 563] [Learning rate: 2.8530E-03] rmse: 0.0714472655
2019-06-17 14:44:39,281 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 564] [Learning rate: 2.8530E-03] rmse: 0.0944573273
2019-06-17 14:44:39,586 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 565] [Learning rate: 2.8530E-03] rmse: 0.0767444797
2019-06-17 14:44:39,892 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 566] [Learning rate: 2.8530E-03] rmse: 0.0410251025
2019-06-17 14:44:40,197 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 567] [Learning rate: 2.8530E-03] rmse: 0.0415039091
2019-06-17 14:44:40,502 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 568] [Learning rate: 2.8530E-03] rmse: 0.0688414909
2019-06-17 14:44:40,808 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 569] [Learning rate: 2.8530E-03] rmse: 0.0481732368
2019-06-17 14:44:41,113 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 570] [Learning rate: 2.8530E-03] rmse: 0.0939578296
2019-06-17 14:44:41,418 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 571] [Learning rate: 2.8530E-03] rmse: 0.0433838112
2019-06-17 14:44:41,724 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 572] [Learning rate: 2.8530E-03] rmse: 0.0877452735
2019-06-17 14:44:42,029 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 573] [Learning rate: 2.8530E-03] rmse: 0.0522481882
2019-06-17 14:44:42,334 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 574] [Learning rate: 2.8530E-03] rmse: 0.0722969219
2019-06-17 14:44:42,639 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 575] [Learning rate: 2.8530E-03] rmse: 0.0375837898
2019-06-17 14:44:42,945 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 576] [Learning rate: 2.8530E-03] rmse: 0.0769546374
2019-06-17 14:44:43,250 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 577] [Learning rate: 2.8530E-03] rmse: 0.0827665891
2019-06-17 14:44:43,555 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 578] [Learning rate: 2.8530E-03] rmse: 0.0490390798
2019-06-17 14:44:43,860 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 579] [Learning rate: 2.8530E-03] rmse: 0.0674287149
2019-06-17 14:44:44,166 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 580] [Learning rate: 2.8530E-03] rmse: 0.0721468207
2019-06-17 14:44:44,471 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 581] [Learning rate: 2.8530E-03] rmse: 0.0706202375
2019-06-17 14:44:44,776 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 582] [Learning rate: 2.8530E-03] rmse: 0.0672118499
2019-06-17 14:44:45,081 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 583] [Learning rate: 2.8530E-03] rmse: 0.0490288352
2019-06-17 14:44:45,386 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 584] [Learning rate: 2.8530E-03] rmse: 0.0556126365
2019-06-17 14:44:45,691 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 585] [Learning rate: 2.8530E-03] rmse: 0.0445832520
2019-06-17 14:44:45,997 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 586] [Learning rate: 2.8530E-03] rmse: 0.0631632224
2019-06-17 14:44:46,302 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 587] [Learning rate: 2.8530E-03] rmse: 0.0695279847
2019-06-17 14:44:46,608 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 588] [Learning rate: 2.8530E-03] rmse: 0.0815017476
2019-06-17 14:44:46,913 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 589] [Learning rate: 2.8530E-03] rmse: 0.0626567239
2019-06-17 14:44:47,218 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 590] [Learning rate: 2.8530E-03] rmse: 0.0350948864
2019-06-17 14:44:47,523 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 591] [Learning rate: 2.8530E-03] rmse: 0.0688188405
2019-06-17 14:44:47,829 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 592] [Learning rate: 2.8530E-03] rmse: 0.0660649321
2019-06-17 14:44:48,134 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 593] [Learning rate: 2.8530E-03] rmse: 0.0673743015
2019-06-17 14:44:48,440 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 594] [Learning rate: 2.8530E-03] rmse: 0.0315941454
2019-06-17 14:44:48,745 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 595] [Learning rate: 2.8530E-03] rmse: 0.0365610505
2019-06-17 14:44:49,051 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 596] [Learning rate: 2.8530E-03] rmse: 0.0710012361
2019-06-17 14:44:49,356 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 597] [Learning rate: 2.8530E-03] rmse: 0.0634439348
2019-06-17 14:44:49,661 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 598] [Learning rate: 2.8530E-03] rmse: 0.0594086192
2019-06-17 14:44:49,967 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 599] [Learning rate: 2.8530E-03] rmse: 0.0379681079
2019-06-17 14:44:50,272 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 600] [Learning rate: 2.8530E-03] rmse: 0.0364586933
2019-06-17 14:44:50,577 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 601] [Learning rate: 2.8530E-03] rmse: 0.0721401401
2019-06-17 14:44:50,883 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 602] [Learning rate: 2.8530E-03] rmse: 0.0796098947
2019-06-17 14:44:51,188 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 603] [Learning rate: 2.8530E-03] rmse: 0.0840087123
2019-06-17 14:44:51,493 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 604] [Learning rate: 2.8530E-03] rmse: 0.0658607941
2019-06-17 14:44:51,798 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 605] [Learning rate: 2.8530E-03] rmse: 0.0305437262
2019-06-17 14:44:52,103 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 606] [Learning rate: 2.8530E-03] rmse: 0.0830865178
2019-06-17 14:44:52,408 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 607] [Learning rate: 2.8530E-03] rmse: 0.0374214343
2019-06-17 14:44:52,714 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 608] [Learning rate: 2.8530E-03] rmse: 0.0966421401
2019-06-17 14:44:53,019 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 609] [Learning rate: 2.8530E-03] rmse: 0.0691025931
2019-06-17 14:44:53,325 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 610] [Learning rate: 2.8530E-03] rmse: 0.0609374829
2019-06-17 14:44:53,630 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 611] [Learning rate: 2.8530E-03] rmse: 0.0643247171
2019-06-17 14:44:53,935 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 612] [Learning rate: 2.8530E-03] rmse: 0.0874121463
2019-06-17 14:44:54,241 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 613] [Learning rate: 2.8530E-03] rmse: 0.0698209042
2019-06-17 14:44:54,547 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 614] [Learning rate: 2.8530E-03] rmse: 0.0785643058
2019-06-17 14:44:54,852 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 615] [Learning rate: 2.8530E-03] rmse: 0.0624855218
2019-06-17 14:44:55,157 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 616] [Learning rate: 2.8530E-03] rmse: 0.0790527128
2019-06-17 14:44:55,462 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 617] [Learning rate: 2.8530E-03] rmse: 0.0773782597
2019-06-17 14:44:55,768 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 618] [Learning rate: 2.8530E-03] rmse: 0.0326324982
2019-06-17 14:44:56,073 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 619] [Learning rate: 2.8530E-03] rmse: 0.0693577846
2019-06-17 14:44:56,378 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 620] [Learning rate: 2.8530E-03] rmse: 0.0330895804
2019-06-17 14:44:56,683 INFO - trainers.nn_trainer - [train] [Epoch: 4] [Batch: 621] [Learning rate: 2.8530E-03] rmse: 0.0514414697
2019-06-17 14:45:16,906 INFO - trainers.nn_trainer - [val] [Epoch: 4] rmse: 0.1607432309
2019-06-17 14:45:37,223 INFO - trainers.nn_trainer - [test] [Epoch: 4] rmse: 0.1718726537
2019-06-17 14:45:37,223 INFO - trainers.nn_trainer - [update] [Epoch: 4] best_val_rmse updated from 0.1851362604 to 0.1607432309
2019-06-17 14:45:37,223 INFO - trainers.nn_trainer - [update] [Epoch: 4] current best model saved to output/2019-06-17_14-20-52-632/model/epoch_4/model
2019-06-17 14:45:38,360 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 1] [Learning rate: 2.8244E-03] rmse: 0.0562572867
2019-06-17 14:45:38,665 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 2] [Learning rate: 2.8244E-03] rmse: 0.0887057704
2019-06-17 14:45:38,970 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 3] [Learning rate: 2.8244E-03] rmse: 0.0667977329
2019-06-17 14:45:39,275 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 4] [Learning rate: 2.8244E-03] rmse: 0.0763926973
2019-06-17 14:45:39,580 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 5] [Learning rate: 2.8244E-03] rmse: 0.0456161544
2019-06-17 14:45:39,885 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 6] [Learning rate: 2.8244E-03] rmse: 0.0374154796
2019-06-17 14:45:40,190 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 7] [Learning rate: 2.8244E-03] rmse: 0.0824294417
2019-06-17 14:45:40,495 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 8] [Learning rate: 2.8244E-03] rmse: 0.0849058833
2019-06-17 14:45:40,800 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 9] [Learning rate: 2.8244E-03] rmse: 0.0585982818
2019-06-17 14:45:41,106 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 10] [Learning rate: 2.8244E-03] rmse: 0.0387487702
2019-06-17 14:45:41,410 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 11] [Learning rate: 2.8244E-03] rmse: 0.0641655213
2019-06-17 14:45:41,715 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 12] [Learning rate: 2.8244E-03] rmse: 0.0851375071
2019-06-17 14:45:42,020 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 13] [Learning rate: 2.8244E-03] rmse: 0.0647874599
2019-06-17 14:45:42,326 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 14] [Learning rate: 2.8244E-03] rmse: 0.0736166916
2019-06-17 14:45:42,631 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 15] [Learning rate: 2.8244E-03] rmse: 0.0442449395
2019-06-17 14:45:42,935 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 16] [Learning rate: 2.8244E-03] rmse: 0.0451784838
2019-06-17 14:45:43,240 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 17] [Learning rate: 2.8244E-03] rmse: 0.0419212549
2019-06-17 14:45:43,545 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 18] [Learning rate: 2.8244E-03] rmse: 0.0619666676
2019-06-17 14:45:43,850 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 19] [Learning rate: 2.8244E-03] rmse: 0.0813780648
2019-06-17 14:45:44,156 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 20] [Learning rate: 2.8244E-03] rmse: 0.0658180221
2019-06-17 14:45:44,461 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 21] [Learning rate: 2.8244E-03] rmse: 0.0767663081
2019-06-17 14:45:44,766 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 22] [Learning rate: 2.8244E-03] rmse: 0.0692107891
2019-06-17 14:45:45,071 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 23] [Learning rate: 2.8244E-03] rmse: 0.0718120536
2019-06-17 14:45:45,376 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 24] [Learning rate: 2.8244E-03] rmse: 0.0330145914
2019-06-17 14:45:45,681 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 25] [Learning rate: 2.8244E-03] rmse: 0.0548302202
2019-06-17 14:45:45,986 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 26] [Learning rate: 2.8244E-03] rmse: 0.0354646117
2019-06-17 14:45:46,291 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 27] [Learning rate: 2.8244E-03] rmse: 0.0886973918
2019-06-17 14:45:46,597 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 28] [Learning rate: 2.8244E-03] rmse: 0.0944402882
2019-06-17 14:45:46,902 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 29] [Learning rate: 2.8244E-03] rmse: 0.0461047815
2019-06-17 14:45:47,207 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 30] [Learning rate: 2.8244E-03] rmse: 0.0693499558
2019-06-17 14:45:47,512 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 31] [Learning rate: 2.8244E-03] rmse: 0.0732086041
2019-06-17 14:45:47,817 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 32] [Learning rate: 2.8244E-03] rmse: 0.1374593160
2019-06-17 14:45:48,122 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 33] [Learning rate: 2.8244E-03] rmse: 0.0448011585
2019-06-17 14:45:48,427 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 34] [Learning rate: 2.8244E-03] rmse: 0.0482437595
2019-06-17 14:45:48,733 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 35] [Learning rate: 2.8244E-03] rmse: 0.0393282345
2019-06-17 14:45:49,038 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 36] [Learning rate: 2.8244E-03] rmse: 0.0671493002
2019-06-17 14:45:49,344 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 37] [Learning rate: 2.8244E-03] rmse: 0.0926164554
2019-06-17 14:45:49,649 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 38] [Learning rate: 2.8244E-03] rmse: 0.0423471026
2019-06-17 14:45:49,954 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 39] [Learning rate: 2.8244E-03] rmse: 0.0495617472
2019-06-17 14:45:50,259 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 40] [Learning rate: 2.8244E-03] rmse: 0.0507158858
2019-06-17 14:45:50,564 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 41] [Learning rate: 2.8244E-03] rmse: 0.0323892644
2019-06-17 14:45:50,870 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 42] [Learning rate: 2.8244E-03] rmse: 0.0972587602
2019-06-17 14:45:51,175 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 43] [Learning rate: 2.8244E-03] rmse: 0.0626785031
2019-06-17 14:45:51,480 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 44] [Learning rate: 2.8244E-03] rmse: 0.0591299537
2019-06-17 14:45:51,786 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 45] [Learning rate: 2.8244E-03] rmse: 0.0700038354
2019-06-17 14:45:52,091 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 46] [Learning rate: 2.8244E-03] rmse: 0.0717012463
2019-06-17 14:45:52,396 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 47] [Learning rate: 2.8244E-03] rmse: 0.0697057326
2019-06-17 14:45:52,701 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 48] [Learning rate: 2.8244E-03] rmse: 0.0789761668
2019-06-17 14:45:53,006 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 49] [Learning rate: 2.8244E-03] rmse: 0.0719617111
2019-06-17 14:45:53,311 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 50] [Learning rate: 2.8244E-03] rmse: 0.0451242357
2019-06-17 14:45:53,617 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 51] [Learning rate: 2.8244E-03] rmse: 0.0666477287
2019-06-17 14:45:53,922 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 52] [Learning rate: 2.8244E-03] rmse: 0.0741315694
2019-06-17 14:45:54,227 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 53] [Learning rate: 2.8244E-03] rmse: 0.0693901247
2019-06-17 14:45:54,534 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 54] [Learning rate: 2.8244E-03] rmse: 0.1027254998
2019-06-17 14:45:54,840 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 55] [Learning rate: 2.8244E-03] rmse: 0.0554392756
2019-06-17 14:45:55,145 INFO - trainers.nn_trainer - [train] [Epoch: 5] [Batch: 56] [Learning rate: 2.8244E-03] rmse: 0.0733223064
